,datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
623,2019-09-26 14:45,Thur,14800.0,동면,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
624,2019-09-27 12:30,Fri,21300.0,신사우동,1.0,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,
625,2019-09-27 13:07,Fri,15800.0,후평 1동,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,
626,2019-09-27 13:13,Fri,16400.0,동면,3.0,,,,,,,,,,,,,,,,,,,,,,
627,2019-09-27 14:35,Fri,19600.0,소양동,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
628,2019-09-27 14:42,Fri,16400.0,퇴계동,3.0,,,,,,,,,,,,,,,,,,,,,,
629,2019-09-27 15:42,Fri,14800.0,조운동,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
630,2019-09-27 16:12,Fri,36100.0,후평 2동,2.0,,,,3.0,,,,2.0,,,,1.0,,,,,,1.0,,,,
631,2019-09-28 11:11,Sat,28700.0,소양동,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
632,2019-09-28 11:27,Sat,14300.0,교동,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
633,2019-09-28 12:23,Sat,18000.0,동면,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,
634,2019-09-28 12:27,Sat,21800.0,약사명동,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,
635,2019-09-28 12:37,Sat,21800.0,후평 3동,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
636,2019-09-28 12:41,Sat,22100.0,퇴계동,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
637,2019-09-28 12:52,Sat,41400.0,신사우동,3.0,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,
638,2019-09-28 13:36,Sat,14800.0,석사동,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
639,2019-09-28 13:52,Sat,27100.0,후평 2동,1.0,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,
640,2019-09-28 14:07,Sat,25800.0,후평 2동,1.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,
641,2019-09-28 15:11,Sat,20100.0,신사우동,2.0,,,,,,,,,,,,,,,,,,3.0,,,,
642,2019-09-28 16:01,Sat,15300.0,후평 1동,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,
643,2019-09-28 16:12,Sat,15800.0,후평 3동,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,
644,2019-09-29 11:03,Sun,24400.0,동면,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
645,2019-09-29 11:06,Sun,18800.0,퇴계동,1.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,,,,
646,2019-09-29 11:17,Sun,14800.0,후평 3동,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
647,2019-09-29 11:30,Sun,17000.0,후평 2동,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,
648,2019-09-29 11:39,Sun,23100.0,후평 2동,2.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,
649,2019-09-29 11:49,Sun,17300.0,후평 1동,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,
650,2019-09-29 12:00,Sun,14800.0,동면,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,
651,2019-09-29 12:13,Sun,23800.0,조운동,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,
652,2019-09-29 13:50,Sun,15300.0,신사우동,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
653,2019-09-29 13:59,Sun,15300.0,후평 1동,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
654,2019-09-29 14:02,Sun,29900.0,효자 2동,3.0,,,,,,,,,,,,,,,,,2.0,,1.0,,,
655,2019-09-29 15:05,Sun,19600.0,효자 2동,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,
656,2019-09-29 15:22,Sun,27800.0,강남동,1.0,,,,3.0,,,,3.0,,,,,,,,,,,,,,
657,2019-09-29 15:31,Sun,14800.0,후평 3동,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0
658,2019-09-30 12:35,Mon,18600.0,동면,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,
659,2019-09-30 12:47,Mon,17300.0,강남동,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,
660,2019-09-30 13:03,Mon,18600.0,후평 3동,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
661,2019-09-30 13:43,Mon,27600.0,퇴계동,2.0,,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,
662,2019-09-30 15:17,Mon,15500.0,신사우동,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,
663,2019-09-30 16:04,Mon,16000.0,효자 1동,,3.0,,,1.0,,,,,,,,,,,,,,,,,,
664,2019-10-02 11:58,Wed,19300.0,석사동,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
665,2019-10-02 12:35,Wed,15500.0,후평 3동,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,
666,2019-10-02 14:16,Wed,17000.0,후평 3동,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,,
667,2019-10-02 14:18,Wed,16000.0,후평 2동,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,
668,2019-10-02 15:57,Wed,24500.0,동면,,2.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,
669,2019-10-02 16:12,Wed,15000.0,동면,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,
670,2019-10-03 11:07,Thur,17800.0,소양동,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,
671,2019-10-03 11:20,Thur,14300.0,후평 2동,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
672,2019-10-03 11:53,Thur,18300.0,후평 1동,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,
673,2019-10-03 12:05,Thur,16100.0,후평 2동,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
674,2019-10-03 12:12,Thur,22300.0,후평 1동,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,
675,2019-10-03 12:17,Thur,28300.0,후평 2동,1.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,
676,2019-10-03 12:28,Thur,15800.0,조운동,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,
677,2019-10-03 12:54,Thur,14300.0,동내면,1.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,
678,2019-10-03 13:17,Thur,24000.0,후평 1동,,1.0,,,,,2.0,,,,,,,,,,,,2.0,1.0,,,
679,2019-10-03 13:42,Thur,18800.0,교동,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
680,2019-10-03 14:20,Thur,19600.0,후평 1동,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,
681,2019-10-03 14:25,Thur,22800.0,소양동,1.0,,,,2.0,,,,,,,,,,1.0,,,,,1.0,,,
682,2019-10-03 14:34,Thur,14800.0,퇴계동,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,
683,2019-10-03 14:44,Thur,19300.0,효자 3동,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,
684,2019-10-03 14:50,Thur,21800.0,후평 2동,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
685,2019-10-03 14:50,Thur,15400.0,후평 2동,2.0,,,,,,,,,,,,,1.0,,,,,,,,,
686,2019-10-03 15:53,Thur,16000.0,신사우동,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,
687,2019-10-04 12:29,Fri,15100.0,후평 3동,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
688,2019-10-04 14:26,Fri,32900.0,교동,3.0,,,,,,,,,,,,,,2.0,,,,3.0,,,,
689,2019-10-05 12:39,Sat,31800.0,퇴계동,1.0,,,,1.0,,2.0,,1.0,1.0,,,,,,,,1.0,,,,,
690,2019-10-05 13:34,Sat,15300.0,동면,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0
691,2019-10-05 14:19,Sat,15800.0,효자 1동,1.0,,,,,,,1.0,,,,,,,,,,,2.0,,,,
692,2019-10-05 15:00,Sat,15500.0,후평 1동,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,
693,2019-10-05 11:03,Sat,20900.0,소양동,3.0,,,,,,,,,,,,,,,,,1.0,,,,,
694,2019-10-06 11:08,Sun,15800.0,석사동,,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,
695,2019-10-06 11:25,Sun,21300.0,후평 2동,1.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,
696,2019-10-06 11:58,Sun,18300.0,효자 3동,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,
697,2019-10-06 12:05,Sun,15300.0,효자 3동,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
698,2019-10-06 12:31,Sun,16300.0,소양동,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,
699,2019-10-06 12:51,Sun,25300.0,후평 3동,1.0,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,
700,2019-10-06 13:51,Sun,19300.0,소양동,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,
701,2019-10-07 11:12,Mon,19800.0,퇴계동,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,
702,2019-10-07 12:00,Mon,16100.0,효자 3동,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
703,2019-10-07 12:24,Mon,17300.0,후평 2동,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,
704,2019-10-07 13:31,Mon,15100.0,소양동,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,
705,2019-10-07 15:41,Mon,15600.0,후평 1동,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
706,2019-10-07 16:12,Mon,17300.0,신사우동,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,
707,2019-10-07 16:49,Mon,16100.0,효자 2동,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
708,2019-10-09 11:09,Wed,14300.0,강남동,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
709,2019-10-09 11:18,Wed,16100.0,퇴계동,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
710,2019-10-09 11:21,Wed,14800.0,후평 2동,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
711,2019-10-10 12:02,Thur,15100.0,퇴계동,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
712,2019-10-10 12:08,Thur,18300.0,동면,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
713,2019-10-10 12:49,Thur,18600.0,후평 1동,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
714,2019-10-10 13:05,Thur,68100.0,신사우동,7.0,,,,,,7.0,,,,,,,,,,,,,,,,
715,2019-10-10 14:32,Thur,16400.0,효자 2동,3.0,,,,,,,,,,,,,,,,,,,,,,
716,2019-10-11 11:18,Fri,14800.0,강남동,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
717,2019-10-11 11:24,Fri,17300.0,동면,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
718,2019-10-11 11:34,Fri,14800.0,후평 3동,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
719,2019-10-11 12:38,Fri,15100.0,효자 2동,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,
720,2019-10-11 14:09,Fri,20800.0,후평 3동,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,
721,2019-10-11 14:29,Fri,15500.0,후평 1동,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,
722,2019-10-11 15:00,Fri,14800.0,약사명동,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,
723,2019-10-12 11:07,Sat,20500.0,조운동,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,
724,2019-10-12 11:40,Sat,15100.0,효자 3동,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
725,2019-10-12 12:00,Sat,17300.0,후평 1동,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,
726,2019-10-12 12:38,Sat,15800.0,신사우동,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
727,2019-10-12 13:02,Sat,19300.0,조운동,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,
728,2019-10-12 13:11,Sat,23800.0,후평 1동,1.0,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,
729,2019-10-12 13:23,Sat,15300.0,교동,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
730,2019-10-12 15:22,Sat,26000.0,후평 2동,5.0,,,,,,,,,,,,,,,,,,,,,,
731,2019-10-13 11:08,Sun,14500.0,강남동,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
732,2019-10-13 11:10,Sun,14500.0,후평 1동,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
733,2019-10-13 11:18,Sun,22800.0,후평 2동,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,
734,2019-10-13 11:20,Sun,25800.0,석사동,,,,1.0,2.0,,,,,2.0,,,,1.0,,,,,,,,,
735,2019-10-13 11:30,Sun,15000.0,후평 2동,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,
736,2019-10-13 12:55,Sun,18500.0,후평 1동,,1.0,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,
737,2019-10-13 13:01,Sun,14800.0,동면,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,
738,2019-10-13 13:07,Sun,17300.0,후평 2동,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,
739,2019-10-13 13:15,Sun,41100.0,효자 1동,2.0,2.0,,,,,2.0,,,,,,,,1.0,,,2.0,,,,,
740,2019-10-13 13:48,Sun,21500.0,석사동,,,,,,,,,1.0,,,,2.0,,1.0,,,,1.0,,,,
741,2019-10-13 14:32,Sun,15600.0,후평 3동,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,
742,2019-10-13 14:42,Sun,22800.0,동내면,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,
743,2019-10-13 14:48,Sun,21300.0,후평 2동,1.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,
744,2019-10-13 14:54,Sun,27600.0,후평 3동,1.0,,,2.0,,,,,,,,,,1.0,,,,1.0,,,1.0,,
745,2019-10-14 11:08,Mon,26000.0,소양동,,,,,2.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,
746,2019-10-14 11:26,Mon,26900.0,동면,3.0,,,,,,,,3.0,,,,,,,,,,,,,,
747,2019-10-14 11:40,Mon,14800.0,후평 3동,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,
748,2019-10-14 12:09,Mon,14800.0,후평 2동,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,
749,2019-10-14 12:21,Mon,17300.0,후평 3동,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,
750,2019-10-14 13:22,Mon,14500.0,후평 3동,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,
751,2019-10-14 13:47,Mon,18300.0,후평 1동,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,
752,2019-10-14 13:56,Mon,16400.0,동면,3.0,,,,,,,,,,,,,,,,,,,,,,
753,2019-10-14 15:21,Mon,28500.0,소양동,,,,,,,2.0,1.0,,2.0,,,,,1.0,,,,,,,,
754,2019-10-16 11:09,Wed,22800.0,후평 2동,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,
755,2019-10-16 11:12,Wed,28900.0,동면,3.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,
756,2019-10-16 11:48,Wed,15500.0,동면,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,
757,2019-10-16 12:15,Wed,22000.0,후평 1동,,,,,,,,,5.0,,,,,,,,,,1.0,,,,
758,2019-10-16 13:03,Wed,23300.0,퇴계동,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,
759,2019-10-16 14:31,Wed,20300.0,후평 2동,1.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,
760,2019-10-16 15:01,Wed,15600.0,소양동,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
761,2019-10-17 11:47,Thur,14800.0,후평 1동,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,
762,2019-10-17 12:35,Thur,14800.0,조운동,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,
763,2019-10-17 12:48,Thur,15800.0,후평 1동,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,
764,2019-10-17 12:49,Thur,15300.0,효자 3동,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,
765,2019-10-17 13:05,Thur,18300.0,신사우동,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,
766,2019-10-17 13:16,Thur,24800.0,후평 1동,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,
767,2019-10-17 13:50,Thur,32300.0,소양동,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,2.0,,,
768,2019-10-17 14:45,Thur,16300.0,후평 3동,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
769,2019-10-17 15:41,Thur,18600.0,근화동,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
770,2019-10-17 16:00,Thur,15800.0,동면,1.0,,,,,,,,,,,,,,,,,,,2.0,,,
771,2019-10-18 11:43,Fri,51900.0,퇴계동,8.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,
772,2019-10-18 12:08,Fri,17000.0,동면,,,,,2.0,,,,1.0,,,,,,,,,,,1.0,,,
773,2019-10-18 13:57,Fri,15300.0,후평 1동,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
774,2019-10-19 11:09,Sat,15000.0,조운동,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,
775,2019-10-19 11:13,Sat,29000.0,석사동,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,
776,2019-10-19 11:17,Sat,29100.0,퇴계동,2.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,
777,2019-10-19 11:24,Sat,16300.0,후평 2동,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,
778,2019-10-19 11:45,Sat,18000.0,효자 3동,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
779,2019-10-19 11:55,Sat,15800.0,소양동,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
780,2019-10-19 12:00,Sat,18300.0,동면,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,
781,2019-10-19 12:49,Sat,14800.0,소양동,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,
782,2019-10-19 14:45,Sat,14800.0,효자 2동,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
783,2019-10-19 15:56,Sat,15800.0,신사우동,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,
784,2019-10-19 16:20,Sat,15100.0,후평 2동,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,
785,2019-10-20 11:05,Sun,14800.0,퇴계동,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
786,2019-10-20 11:18,Sun,18600.0,후평 2동,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
787,2019-10-20 11:25,Sun,19800.0,효자 1동,1.0,,,,2.0,,,,1.0,,,,,,,,,,1.0,,,,
788,2019-10-20 11:34,Sun,28100.0,동면,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
789,2019-10-20 11:58,Sun,16300.0,신사우동,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
790,2019-10-20 12:03,Sun,17300.0,후평 2동,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
791,2019-10-20 12:49,Sun,14300.0,석사동,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
792,2019-10-20 12:52,Sun,16400.0,효자 3동,3.0,,,,,,,,,,,,,,,,,,,,,,
793,2019-10-20 12:55,Sun,35200.0,석사동,4.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,
794,2019-10-20 14:24,Sun,16100.0,후평 2동,2.0,,,,,,,,,,,,,,,,,1.0,,,,,
795,2019-10-20 14:59,Sun,16400.0,동면,3.0,,,,,,,,,,,,,,,,,,,,,,
796,2019-10-21 11:19,Mon,18300.0,동면,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
797,2019-10-21 11:27,Mon,16300.0,강남동,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,
798,2019-10-21 11:34,Mon,22800.0,동면,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,
799,2019-10-21 11:36,Mon,20800.0,효자 2동,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
800,2019-10-21 11:27,Mon,17300.0,강남동,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,
801,2019-10-21 11:47,Mon,28600.0,신사우동,2.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,
802,2019-10-21 11:58,Mon,47600.0,효자 2동,2.0,,,,,,5.0,,,,,,,,3.0,,,,,,,,
803,2019-10-21 12:36,Mon,33700.0,후평 2동,4.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,
804,2019-10-21 12:48,Mon,15800.0,소양동,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
805,2019-10-21 13:28,Mon,14800.0,후평 3동,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,
806,2019-10-21 13:47,Mon,54700.0,동내면,9.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,
807,2019-10-21 17:06,Mon,16400.0,후평 1동,3.0,,,,,,,,,,,,,,,,,,,,,,
808,2019-10-23 11:06,Wed,15800.0,소양동,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,
809,2019-10-23 11:17,Wed,17300.0,동면,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,
810,2019-10-23 13:12,Wed,23600.0,동면,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,
811,2019-10-23 13:56,Wed,14500.0,효자 2동,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
812,2019-10-24 11:03,Thur,25300.0,동면,1.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
813,2019-10-24 11:18,Thur,18800.0,동면,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0
814,2019-10-24 11:53,Thur,21800.0,후평 1동,1.0,,,,,,,,3.0,,,,,,,,,1.0,,,,,
815,2019-10-24 12:35,Thur,28300.0,소양동,1.0,,,2.0,,2.0,,,,,,,,,1.0,,,,,,,,
816,2019-10-24 12:59,Thur,26900.0,동면,3.0,,,,3.0,,,,,,,,,,,,,,,,,,
817,2019-10-24 13:35,Thur,17300.0,후평 2동,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,
818,2019-10-24 11:06,Thur,15100.0,효자 2동,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,
819,2019-10-24 14:06,Thur,15800.0,후평 1동,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,
820,2019-10-24 14:25,Thur,21000.0,효자 3동,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,
821,2019-10-24 16:35,Thur,15300.0,소양동,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,
822,2019-10-24 17:18,Thur,14300.0,후평 2동,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
823,2019-10-25 11:15,Fri,18300.0,강남동,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,
824,2019-10-25 11:16,Fri,27300.0,강남동,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,
825,2019-10-25 11:51,Fri,22800.0,동면,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,
826,2019-10-25 12:31,Fri,14300.0,후평 3동,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
827,2019-10-25 12:33,Fri,15000.0,후평 3동,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,
828,2019-10-25 13:45,Fri,17500.0,후평 1동,,,,,2.0,,,1.0,,,,,,,1.0,,,,,,,,
829,2019-10-25 14:16,Fri,18600.0,조운동,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,
830,2019-10-26 11:03,Sat,14800.0,후평 3동,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
831,2019-10-26 11:54,Sat,25800.0,근화동,2.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,
832,2019-10-26 12:07,Sat,14800.0,후평 3동,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
833,2019-10-26 12:47,Sat,17300.0,근화동,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
834,2019-10-26 12:47,Sat,20600.0,후평 2동,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,
835,2019-10-26 12:52,Sat,20100.0,후평 3동,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,
836,2019-10-26 13:04,Sat,15100.0,근화동,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
837,2019-10-27 23:02,Sun,35600.0,동면,7.0,,,,,,,,,,,,,,,,,,,,,,
838,2019-10-27 11:02,Sun,16000.0,후평 1동,,,,,2.0,,,,2.0,,,,,,,,,,,,,,
839,2019-10-27 11:18,Sun,14800.0,후평 2동,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
840,2019-10-27 11:33,Sun,17800.0,소양동,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
841,2019-10-27 11:51,Sun,19800.0,소양동,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,
842,2019-10-27 11:57,Sun,22300.0,후평 2동,2.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,
843,2019-10-27 12:40,Sun,17300.0,소양동,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
844,2019-10-27 12:51,Sun,18800.0,동면,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
845,2019-10-27 13:01,Sun,14800.0,효자 3동,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
846,2019-10-27 13:20,Sun,15800.0,효자 3동,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,
847,2019-10-27 13:42,Sun,18500.0,석사동,,,,2.0,1.0,,,,,,,,,,,,,,2.0,,,,
848,2019-10-28 11:14,Mon,19800.0,후평 3동,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,
849,2019-10-28 11:17,Mon,14800.0,강남동,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,
850,2019-10-28 11:40,Mon,15800.0,후평 3동,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,
851,2019-10-28 12:15,Mon,18300.0,후평 2동,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,
852,2019-10-28 12:55,Mon,14800.0,후평 2동,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
